|text|tensor|score
1414|Здравствуйте, срочно куплю эту книгу. Ищу ее уже 4 года.|"[ -9.106226  -11.0791    -10.409605  ... -11.403578  -11.424291
 -11.4145355]"|3
1415|книга произвела сильное впечатление, впервые прочитал на english.весьма, и очень.рекомендую для желающих попытаться остановить мир.|"[-10.486387  -10.0099535  -9.027948  ... -10.814827  -10.82317
 -10.819226 ]"|3
1416|дрень-дребедень-дрень!!!дрень!!!дрень-дребедень-дрень!!! марс атакует!ура!!!жалко оранжевого апельсина и все бестолковое человечество,послание уж больно короткое оказалось.вот так всегда...|"[ -9.518795  -10.139712  -10.275128  ... -10.876822  -10.88302
 -10.8801155]"|3
1417|Люди, перечитайте в сознательном возрасте - юмор для взрослых!|[-6.885834  -7.6656694 -9.313483  ... -8.119652  -8.127796  -8.123957 ]|3
1418|"Рискуя показаться восторженным (а на самом деле я любитель выискивать недостатки), скажу о книге, которую я хотел бы иметь на своей полке всегда. Постнов великолепен. Мне даже не верится, что наше время породило литературу такого уровня. Он сочетает атмосферу мистики и потустороннего ужаса Гоголя и По, щемящее чувство жизни Пастернака и Булгакова (с последним он разделяет также киевскую тему), рафинированный набоковский язык и тонкий юмор и самоиронию. Достойнейшее продолжение лучших традиций русской и мировой классики, как 19го, так и 20го веков. Жаль, что ""Страх"" и ""Поцелуй Арлекина"" - похоже, всё, что у него вышло."|[-10.28343   -9.577634  -8.178597 ... -10.187285 -10.196379 -10.192108]|3
1419|Непростая для чтения, но поражающая масштабом мысли книга великого гения. Одна из лучших книг о современном человеке. Настоящий шедевр постмодернизма. Думаю, никого не оставит равнодушным.|"[-11.4057255  -9.190014   -9.557301  ...  -9.48781    -9.498138
  -9.493294 ]"|3
1420|Пожалуй лучший, я бы даже сказал, хрестоматийный образчик киберфентези на сегодняшний день.|[-9.097676 -7.612857 -4.358038 ... -7.430112 -7.437561 -7.434067]|3
1421|Саймон хорош, как никогда - это самое неожиданное и вероятно одно из самых непредсказуемых его произведений. Вы начинаете его читать и готовитесь к комедии с юморными подкалываниями, шуточками беззлобными приколами, ведь что может быть глупее принца на единороге и принцессы из замка, которой этот единорог как транспортное средство явно не подходит. Однако нет, автор приготовил нам другое... где-то с третьей главы начинается настоящий хоррор, пахнущий страхом, кровью и завалами трупов, как человеческих, так и демонических... Приятного вам путешествия по Лесному королевству в те времена, когда над ним восходит Голубая Луна.|[ -8.985889 -10.257194  -8.379871 ...  -9.612986  -9.618025  -9.615652]|3
1422|Книга о нонконформизме. Нонконформизм как образ жизни. Но бросить вызов обыденности мало, нужно дать что-то вместо тотального отрицания. А иначе так легко запутаться в интеллектуальных играх и тут ты теряешь что-то важное и остаешься висеть на доске над улицами Буэнос-Айреса вместо того чтобы твердо стоять на ногах. Или запутываешься в нитях, тазах с водой и бумпистолях. Глупо, очень глупо ...|[ -8.8028    -9.126555  -8.555976 ... -10.271442 -10.280846 -10.276441]|3
1423|Брэдбери - очень ароматный, живой, удивительно теплый писатель, ребенок в душе. Он умеет рассказать о детстве для взрослых, о детских страхах и мечтаниях. Его стоит почитать даже ради слога и образов. С его книгами становится тепло когда за окнами холод или дождь. Надвигается беда - просто моя любимая из всех его рассказов и повестей.|[ -9.678483  -9.329046  -9.977689 ... -11.533987 -11.544132 -11.539397]|3
1424|Просто отличная книга о православии и России. После ее прочтения год состоит не из одиноковых серых будней и не менее серых выходных, а каждый день обретает смысл, появляется чувство Праздника с большой буквы.|[-10.285933  -9.186654  -9.95144  ... -10.735235 -10.746902 -10.741448]|3
1425|Книга поразила удивительной человечностью и отсутствием всякой назидательности. Истории, большей частью грустные, это истории и про нас с вами, сегодняшних.|[-8.856188 -8.464421 -8.047168 ... -9.595214 -9.600916 -9.598246]|3
1426|Какое счастье, что умудрился не прочесть Муму в школе. Кажется, не читал ничего более пронзительного и лиричного.|"[ -9.350618  -11.174015   -7.2148805 ...  -9.95436    -9.961305
  -9.958032 ]"|3
1427|Это гениальный текст, равный предмету исследования.|[-11.43394   -9.308094  -8.833829 ... -10.501859 -10.515921 -10.50927 ]|3
1428|читать этот текст трудно, как взбираться на высокую гору, но такое чтение шанс подрасти и самому|[-10.077516  -8.501103  -8.824826 ... -10.627177 -10.634493 -10.631078]|3
1429|В культуре нет ничего случайного. Она главнее, старше по званию, чем политика. Политики следуют в фарватере культуры,а не наоборот. Паперный по-научному убедительно доказывает эти постулаты на роскошных примерах советского авангарда и сталинской эпохи. Великая книга.|[-8.67695   -7.1883497 -6.868215  ... -9.067002  -9.067481  -9.067286 ]|3
1430|Читать и перечитывать. Всю жизнь.|[-11.511937 -10.478411  -9.245202 ... -11.679305 -11.690196 -11.685074]|3
1431|Очень понравилось произведение, что -то в нем очень жизненное есть не смотря на фантастику, будущее и т.д .|[ -9.761268  -9.827268  -8.991252 ... -12.998645 -13.027997 -13.014211]|3
1432|Вся серия Диптауна супер|[ -8.621211  -8.217248  -8.978246 ... -10.590571 -10.606883 -10.599256]|3
1433|Не очень простая книга, в моем представлении, но затронута очень сложная тема - смерть и ее восприятие, мне понравилось, но очень грустно, зато полезно|[-8.863666  -6.5928693 -8.109729  ... -9.777422  -9.791463  -9.784873 ]|3
1434|Одно из лучших по моему мнению произведений автора|"[-10.9648285 -12.521288   -7.341817  ...  -8.692954   -8.695309
  -8.694162 ]"|3
1435|Страшная история, не знаб правда ли, но если хоть отчасти правда - ужас. Читать было интересно|[-11.157902  -8.624656 -11.087918 ... -12.749224 -12.767942 -12.759191]|3
1436|Отличная книга про патриотизм, страну, работу и настоящих мужчин|[-15.769476 -12.404316  -9.008751 ... -11.868157 -11.895941 -11.882857]|3
1437|По стилю - лучшее из того, что приходилось читать. Пожалуй, и по содержанию|[-9.218188 -8.92309  -8.318229 ... -9.541425 -9.554138 -9.548123]|3
1438|Замечательная книга прекрасной английской писательницы. Захватывающие приключения Гарри, Рона и Гермионы продолжаются, на этот раз они становятся более опасными. Зло становится все сильнее. Теперь Гарри предстоит сражение куда более опасное прежнего. Но ведь для Гарри и его друзей нет ничего невозможного!!! Думаю, книги о Гарри Поттере должен прочитать каждый. Если кто и не читал, то, думаю, он очень многое потерял. Огромное удовольствие гарантировано!|[ -8.710348 -10.867756  -9.122966 ... -10.338888 -10.353272 -10.346513]|3
1439|Читал минимум три раза, и до сих пор щемит душа, когда читаю первые страницы (дальше, как правило, времени не хватает). Один из претендентов на ЛЮБИМУЮ КНИГУ.|[-7.9990134 -9.620424  -8.250919  ... -9.868119  -9.882574  -9.8757715]|3
1440|Одни из лучших мемуаров об авиации. Интересующимся небом - читать всеобязательно!|[-6.542377  -4.876539  -6.4711704 ... -7.8535724 -7.857035  -7.855403 ]|3
1441|не смотря на сложный язык, чтение приносит удовольствие. история предстает другими красками, совершенное иное понимание коммунизма и вообще идей социального равенства. но и высмеивание гипертрофированного понимания социалистических утопий, строительство не дома, но целого мира - вот глубочайшая философия романа|[-10.812359  -9.137771 -10.095672 ... -11.183142 -11.195313 -11.189589]|3
1442|Замечательный детектив. Получила настоящее удовольствие от прочтения. Хороший сюжет, живой язык, романтика.|"[-10.38599    -8.458371   -7.7133822 ...  -9.678635   -9.6992855
  -9.689523 ]"|3
1443|Классно. Читала до самого утра. Из книг Н.Перфиловой это моя самая любимая.|[-10.781228  -9.477348 -10.08981  ... -10.745051 -10.76343  -10.754819]|3
1444|Книга о начале упадка в английской аристократии времен первой мировой войны. Замечательное описание иделической жизни в Оксфорде|"[ -7.8945565  -6.6314597 -10.233531  ... -10.867578  -10.880798
 -10.874584 ]"|3
1445|Самая неожиданная, смешная и просто великолепная книга, которую когда либо читал. Буду терпеливо ждать продолжения.|[-10.785148  -9.292061  -8.29643  ... -11.373563 -11.393571 -11.384143]|3
1446|супер|"[-11.6534395 -11.107472   -9.73039   ... -11.022157  -11.032438
 -11.027548 ]"|3
1447|Написано интересно и очень любопытный детективный сюжет. Эта книга продолжение Бриллиантов для замарашки, но написано на порядок лучше. Их можно читать и в другом порядке, так как действие не зависит друг от друга, только герои одни.|[-11.12049  -11.493793  -9.610957 ... -11.088882 -11.105023 -11.097452]|3
1448|Интересный душевный детектив, кончается совсем не обычно, иногда для разнообразия хочется, чтобы книга кончилась не хеппиэндом. Особенно когда он вроде бы по всем параметрам предполагается. Эта книга именно такая.|[ -9.342169  -7.935249  -8.074424 ... -11.193561 -11.208668 -11.201569]|3
1449|Замечательное произведение!!!|[-8.649753  -7.4429913 -5.067003  ... -7.9014344 -7.90875   -7.9052963]|3
1450|Остроумно, точно, вкусно.|"[ -9.010558  -10.418121   -6.4748607 ... -10.678815  -10.688972
 -10.6841955]"|3
1451|очень захватывающе интересно и полезно|"[-10.204798   -6.196956   -7.1194243 ... -10.002129  -10.016348
 -10.009573 ]"|3
1452|Вещь, изменившая мое отношение к людям, к жизни и к себе|[-10.508905  -9.803141  -9.242183 ... -11.02755  -11.038371 -11.033302]|3
1453|Отличная книга|[-9.773951 -8.991093 -4.268174 ... -8.398826 -8.411814 -8.405628]|3
1454|Великолепное произведение. Великолепное и страшное. Мерзость (по отношению к героям и ситуациям) надолго осела в сознании.|[-9.232685 -8.018577 -8.299797 ... -9.122193 -9.130781 -9.126741]|3
1455|Инетересно написано. Много интересных идей высказано автором через главных героев, а главное отражена жизненная позиция автора, который является человеком неординарным. Читать его книги - одно удовольствие...хотя вот не мог этого сказать о книге Муравьи=)|"[-11.121175   -9.607074   -9.013981  ... -10.947267  -10.9597225
 -10.953882 ]"|3
1456|Супер! И читается на одном дыхании.|"[-11.820059   -9.202387   -7.3931527 ... -10.121704  -10.1438055
 -10.133379 ]"|3
1457|Сильно, даже всплакнулъ.|[-6.311926  -7.5188913 -5.5474634 ... -5.185616  -5.1758056 -5.180349 ]|3
1458|Лучшее чтение для приобретения той пустоты, что зовется просветлением|[-10.380494 -10.519294 -12.914032 ... -11.486487 -11.500107 -11.493702]|3
1459|Очень интересный рассказ.|"[ -8.523125  -10.599411   -7.3652496 ... -11.178562  -11.202853
 -11.191387 ]"|3
1460|Один из лучших детективов серии. Начинается повестование с конца, с финала душещипательно детектива, о погоне за Алмазной колесницей (пути ни добра ни зла а вечной борьбы). Господин Фандорин и его слуга и лучший друг Маса продолжают свои приключения в стенах белокаменной. Нужно найти и обезвредить преступника связанного страшным заговором... Но никто не знает кто скрывается за максой преступника...|"[ -9.85424    -9.701776   -8.4933195 ... -10.883396  -10.895423
 -10.8898   ]"|3
1461|Кошмар на улице Вязов, Потрошитель прилетел в Москву с гастролями. Читайте на страницах романа: 1) Книга о вкусной и здоровой пише от Джека потрошителя фен шуй 2) Всё о красоте как достичь самому и помочь другому. 3) Как обмануть всех и не попасться никому...|[ -8.730544  -9.63044   -7.943383 ... -10.130576 -10.137617 -10.134337]|3
1462|Огромные богатства, древняя тайна, и не очень дальновидный сыщик французской полиции. В этой книге как нигде лучше показывается взаимоотношения в маленькой группе людей, которые стали подозреваемыми в одном и том же деле. До самого конца книги вы не догадаетесь кто убийа, их дневники будут наводить вас на мысль что каждый причастен, лишь до того момента, пока убийства не возобновятся вновь...|[ -9.64451   -8.524892  -9.817052 ... -11.103604 -11.116486 -11.110438]|3
1463|Одно из самых ярких призведений, на мой взгляд.|[-7.302604  -5.828326  -6.894112  ... -6.2985563 -6.298103  -6.298296 ]|3
1464|Прекрасная книга. Получила огромное удовольствие)|[-9.141609  -9.572306  -6.9105706 ... -9.073102  -9.096348  -9.085356 ]|3
1465|Лучшее, что написал Ирвин Шоу. Из остальных книг мне больше ничего не понравилось.|[-6.555818 -8.274353 -9.010571 ... -9.925852 -9.939512 -9.933118]|3
1466|Главная книга короткой и славной эпохи семидесятых -- времени перед крутым переломом, времени, когда еще было время думать и чувствовать, когда люди пили не только для того, чтобы забыть, но и для того, чтобы помнить|[ -9.887729  -9.298414 -10.391831 ... -12.121018 -12.139315 -12.130708]|3
1467|Превосходный стеб. Читал давно, сейчас перечитывал. Понравилось очень.|[-8.129943  -7.188711  -5.506492  ... -7.362809  -7.3702745 -7.3667293]|3
1468|"Бегбедер не скрывает своих чувств, и именно эта авторская честность - злейшая из всех правд - делает ""Windows on thw World"" такой пронзительной. Однако автора интересует не столько голый драматизм (хотя он признается, что использует трагедию одиннадцатого сентября как литературный костыль), сколько куда более серьезные вопросы: как такое могло случится? Кто виноват в этом? Что происходило во время этого? Как после этого жить дальше?... Бегбедер бьет по самому больному, заставляет задавать самые неудобные вопросы - не только обществу, но и себе самому - и не получать на них ответа. Он пишет жестоко и, как и многие другие, говорит: это повторится. Это повторится, и потому читайте и страдайте, ведь вы живете в этом мире, а не каком-то другом. Вы живете в мире, где случилось одиннадцатое сентября. Прочитав, вы, наконец, составите хотя бы отдаленное представление о том, чем стало для всех нас одиннадцатое сентября, и только один вопрос будет неотступно преследовать, едва вы вспомните книгу или просто взглянете на полку, где белеет ее корешок. Как жить дальше после того, что случилось?.. Бегбедер не дает ответа на этот вопрос."|[ -8.535029  -9.104821 -10.750253 ... -10.918008 -10.930827 -10.924785]|3
1469|Лучшая книга Кинга, imho. Очень страшная, очень затягивает...|[-8.487479  -8.209944  -5.753728  ... -9.681848  -9.6918545 -9.687163 ]|3
1470|Лучший любовный роман!|[-5.947433  -6.979544  -5.9450326 ... -8.687789  -8.703313  -8.695996 ]|3
1471|Это та книга которую должен прочитать каждый человек в возрасте от 13 до 25 лет (позже, вряд ли покатит). Это лучший роман о взрослении и переходном возрасте. Книга универсальна, ведь во все времена подростки одинаковы.|[ -9.059098  -8.869617 -10.583235 ... -10.920776 -10.93797  -10.929899]|3
1472|это то что всегда повысит вам настроение и погрузит с головой в ленинград 80-х.|[ -9.653361  -8.963541  -9.67117  ... -10.922891 -10.930617 -10.92702 ]|3
1473|читать в купе с другими произведениями Довлатова и оценить весь масштаб таланта!|[-7.487097 -8.517186 -7.070036 ... -9.825843 -9.835664 -9.831084]|3
1474|прочитать обязательно и посмеяться вместе с Довлатовым над его друзьями (или известными людьми).|[-9.071832  -7.7496076 -8.2176895 ... -9.887306  -9.908562  -9.898568 ]|3
1475|Рассказы Чехова гораздо лучше пьес Чехова! не верьте тому, что говорят в школе! Читайте рассказы. читайте сами и читайте детям (возрастных ограничений нет!)!|[ -9.241529 -10.021193  -8.659576 ...  -9.902291  -9.914434  -9.908721]|3
1476|Девочки которые не читали в детстве Крапивина это девочки со скучным детством, мальчики которые не читали в детстве Крапивина это неполноценные мальчики. В период от 12 до 15 лет я прочитала практически все что он написал! На это реально можно подсесть. это детский наркотик!|"[ -8.528914   -9.511602   -9.3035965 ... -10.455379  -10.471911
 -10.464142 ]"|3
1477|Книжка - однозначный шедевр. Смесь антиутопии и философской притчи. Мир абсурда и гротеска никого не оставит равнодушным. Всем очень рекомендую.|[-10.094812  -9.966152  -9.369431 ... -10.462939 -10.470862 -10.46714 ]|3
1478|Читал 5 раз и всё равно поражаюсь глубиной мысли, что там заложена|"[-12.3045435 -10.695787  -10.890863  ... -12.068732  -12.097109
 -12.083677 ]"|3
1479|Самая потрясающая книга для меня!!!|[-8.003131  -8.691958  -7.0834327 ... -8.913497  -8.922997  -8.9185295]|3
1480|Много прекрасных фраз в книге, много добра....|[-12.008773 -10.136243  -8.944961 ... -11.795457 -11.810288 -11.803304]|3
1481|Я просто в восторге от этого произведения и всё что касается Амбера))))|[ -9.304465 -10.020994  -6.30678  ...  -9.741613  -9.752249  -9.747259]|3
1482|Выходит так, что если бы не электронные библиотеки, я бы эту книгу ни за что не прочитала.. обидно было бы иметь за спиной пробел во всей истории и тем более пропустить захватывающую историю восстания на Техносе. Наряду с главной четверкой, святая Беатрис - самый колоритный и добротный персонаж саги|"[-10.1933365 -10.39387    -8.472897  ... -11.609709  -11.62281
 -11.616674 ]"|3
1483|конец истории... знаете, это действительно конец... и не ждите хэппи энда.. вам его не предоставят как всегда сильно, как всегда беспощадно к героям. герои перестают быть красивыми вывесками-картинками былых побед. они слабеют, опускают руки и становятся обычными людьми, страдающими от душевных болей|[-12.230614 -10.331143 -10.65144  ... -12.601081 -12.620034 -12.61115 ]|3
1484|Ну что могу сказать про книгу и вообще про всю серию? Читал первый раз в десять лет. Был в восторге. Второй раз читал в двадцать лет - смеялся и радовался как в десять. Полное погружение в особый мир, почище, чем когда читаешь Толкиена.|"[ -9.215617  -11.062483  -10.6604395 ... -11.785481  -11.798005
 -11.7921295]"|3
1485|НЕдетская книга про детей. Как и все у Крапивина. Местами о-очень пробирает. Книга о вере, преданности, мужестве, любви, ответственности, бесстрашии и самоотверженности - обо всем том, что осталось только у детей.|[ -8.946065  -8.766957  -8.887692 ... -10.844699 -10.860947 -10.853328]|3
1486|ИМХО самая лучшая книга про ведьм.|"[-11.667421  -11.096826   -8.85531   ... -11.6901245 -11.712367
 -11.701912 ]"|3
1487|Замечательная книга. Это конечно не документальнео повествование, но даже и в таком виде книжка способна дать представление о том на что был похож Берлин в 45 году. Я бы сказал, что это хороший детектив с раскрытием темы военных преступлений и вопроса об этичности сотрудничества с бывшими нациками. Кэнон похоже специализируется на теме военных 40-х годов. Не знаю вышли ли уже эти книги на русском, но их тоже стоит прочесть - Los Аlamos шпионский роман на фоне американского атомного проекта. Alibi - детектив на фоне послевоенной Венеции где одни очень хорошо помнят оккупацию, а другие хотят забыть те времена поскорее.|[ -9.706288  -8.313775  -8.992476 ... -10.753939 -10.768404 -10.7616  ]|3
1488|фильм небось все смотрели? прочитайте первоисточник - не пожалеете!|"[-10.086391  -10.764815   -7.17308   ...  -7.6283755  -7.6399503
  -7.634437 ]"|3
1489|Не зря дали Нобелевскую премию))|[-9.887146  -9.614923  -8.156949  ... -8.3539095 -8.364954  -8.359743 ]|3
1490|То, что «Повести о Гласах» Сэлинджера до сих пор не были экранизированы, одновременно и удивляет, и кажется естественным. Первое – потому, что три из четырех («Френни», «Зуи» и «Выше стропила, плотники») представляют собой классические кинематографические эпизоды, этакие документальные зарисовки, готовые сценарии короткометражек. А с другой стороны, не стоит лелеять надежды на блестящий прокат – ведь столь необходимого для кино какого-никакого, но действия, в этих книгах нет. Еще бы, ведь их главный герой уже умер за кадром (от кинематографической терминологии здесь не отвязаться). Все члены семейства Гласс так или иначе бродят вокруг старшего из них, Симора, то сужая, то расширяя круги следования. Его личность– негласный центр всех повестей, они написаны о герое, который ни разу не появляется на страницах собственной персоной – лишь через призму восприятия других. Этот призрачный блуждающий центр делает «Повести о Гласах» непригодными к предполагаемой экранизации – да и остальное пространство книги заполнено вовсе не захватывающими событиями, а многостраничными диалогами и монологами о боге, творчестве и всей этой прекрасной метафизической чепухе, которая в любую эпоху занимает головы ужасающе начитанных и местами высокомерных молодых людей. Если вы не один из них – возможно, вам не стоит читать эту книгу. Ей и так хватит читателей еще лет на двести – пока не переведутся на земле восторженные юноши и девушки, одержимые больше миром у них в головах, чем скучной окружающей действительностью. И никакого «действия» не надо.|[ -9.241057 -10.869619  -9.294563 ...  -9.47706   -9.481442  -9.479356]|3
1491|"Я читал Крапивина в журнале ""Пионер"" в 80-е, когда мне было 10-15 лет. От его книг осталось в душе неутихающая, пронзительная музыка. Такое чувство бывает, когда просыпаешься, посмотрев очень, очень хороший и добрый сон про себя, свое детство. В 30 лет я решился перечитать эти романы - это было настоящее ЧУДО - ничего не изменилось - я не мог оторваться от чтения и снова испытал это волшебное чувство, когда душе хочется одновременно петь, плясать, плакать и смеяться. Очень надеюсь, что мои дети прочитают ВСЕГО Крапивина и им понравится так же, как и мне."|"[ -9.1515875 -10.570502   -8.762511  ... -10.2059355 -10.22104
 -10.213934 ]"|3
1492|обалденная книга. грубая, жесткая, злая - и написана при этом 19-тилетней провинциалочкой. это вам не анн-софи брасм.|[-10.539755  -6.450445  -8.574755 ... -10.662721 -10.666992 -10.664989]|3
1493|"Мне кажется, что ""Война и мир"" - книга, которая идеально подходит для школьной программы. Она для того, кто ищет смысл в жизни в 14-16 лет. Я когда читал ее в школе был просто ошарашен, как точно и последовательно Лев Николаевич давал ответы на все волновавшие меня вопросы. А потом стал перечитывать отдельные главы, чтобы просто вспомнить толстовский язык - это как музыку хорошую послушать или свежим воздухом после дождя в Ясной Поляне подышать :)"|[ -8.982478  -8.642404  -9.368653 ... -10.590104 -10.608973 -10.600085]|3
1494|Отличная книга, очень насыщенная действиями и захватывающая на каждой странице. Несомненно, одна из лучших книг Ника Перумова. Не пропустите!|[-9.667638  -9.62168   -5.5136137 ... -8.756847  -8.768214  -8.762875 ]|3
1495|Как говорят мои родители - эту книгу должен прочитать каждый, уважающий себя молодой человек. Ставлю все десять балов.|[ -9.792327  -9.323855 -11.43877  ... -11.468698 -11.479377 -11.474378]|3
1496|Для себя я сделала один вывод, прочитав ее. Если человек выбрал себе путь следования по жизни, то не надо оступаться по воли своих прихотей или общественного мнения. Надо идти до конца как бы тяжело тебе не было....|"[-10.159099  -11.3460045 -11.317883  ... -13.179532  -13.200593
 -13.190732 ]"|3
1497|Очень восхищает как продуманность мира,так и его описание. Дико интересен и сам сюжет,а также стиль написания произведения. Книга читается легко и непринужденно.|[-9.998633 -8.943894 -6.982634 ... -9.828417 -9.836738 -9.83283 ]|3
1498|лучшее из всего,что Я когда-либо читала.|[-8.707363  -7.203259  -8.26445   ... -7.426904  -7.4442186 -7.436032 ]|3
1499|всё-таки,чтобы создать образ Христа в своём произведении, надо самому чуточку им являться.|[-7.2655582 -7.9476795 -7.297326  ... -9.091182  -9.095185  -9.093303 ]|3
1500|каждая страница даёт пищу для размышлений на сутки. сам роман можно перечитывать бесконечно. и страдать, думать и обретать просветление.|[-12.204144 -10.079956 -11.677615 ... -11.815213 -11.827171 -11.821525]|3
1501|коротко и глубоко.|[-9.922304 -8.007814 -8.989993 ... -9.04809  -9.050948 -9.049588]|3
1502|просто гениально. и всё.|[-14.970257 -15.009467  -9.969986 ... -14.002327 -14.029559 -14.016739]|3
1503|произведение из тех,которые можно перечитывать постоянно. печорин - герой времени лермонтова, нашего и герой будущего. по началу безумно влюбляешься в него, а потом чувство безмерной жалости и безысходности переполняет сердце при взгляде на него. в каждом из нас есть немного печорина.|"[ -9.996322  -11.324973  -10.654822  ... -12.41332   -12.4306555
 -12.422498 ]"|3
1504|на мой взгляд, наиболее удачное отражение всего абсурда советского общества во всей нашей литературе.|[-11.869945  -9.519934  -9.122529 ... -10.437477 -10.45241  -10.445374]|3
1505|футуристично-далеко и жизненно-близко.|"[-11.271007  -10.624005   -6.8645754 ... -11.015376  -11.03083
 -11.023542 ]"|3
1506|читала первый раз - плевалась. второй - заинтересовалась. третий - не оторваться. одно из тех произведений,которое нужно стараться понять.|"[-10.8549185  -9.908336  -10.416375  ... -12.714515  -12.735132
 -12.725433 ]"|3
1507|классика,что ещё сказать. в этой книге можно найти абсолютно все ответы на абсолютно все вопросы.|[-13.270972 -10.579645  -7.943776 ... -12.008656 -12.032526 -12.021263]|3
1508|Вся серия просто очень понравилась|[-10.308291  -9.034474  -4.241803 ... -11.820327 -11.842932 -11.832308]|3
1509|энциклопедия русской жизни /с/ белинский|[ -7.315133  -7.621288  -8.268006 ... -11.412167 -11.422063 -11.417435]|3
1510|Прочитала 69 тогда, когда было самое подходящее время для такой книги в моей жизни. Поэтому она оставила во мне самые замечательные и теплые воспоминания.)|[ -9.707885  -9.333909  -9.812525 ... -11.867364 -11.891108 -11.879959]|3
1511|Это был мой самый первый и самый качественный tresh-роман. (несмотря на то, что он меня невероятно шокировал) PS: прочитала в 15 лет..|[-10.226593  -9.998009 -10.656356 ... -12.247186 -12.266262 -12.257297]|3
1512|Я два раза перечитывала эту книгу и думаю, что еще не раз возьму ее в руки. В ней очень жестокий контраст мира детства, втиснутого на фон войны. Ужасы, переданные глазами детей, описанные одним из главных героев, до сих пор стоят перед глазами|"[ -8.910102   -9.5765505  -9.337967  ... -10.51557   -10.527969
 -10.522151 ]"|3
1513|Невероятное владение языком! Тонкая и ехидная остроумность прозы! я преклоняюсь перед ее талантом. Читать ее нужно подготовленным и закаленным|[-8.157403 -8.381364 -7.505387 ... -8.641672 -8.648584 -8.645334]|3
1514|Через повествование проходят воспоминания о родине, стремление вновь пережить любовь к России через любовь к Машеньке и осознание того, что ностальгия оказалась мимолетной, Любовь исчерпала себя в памяти героя.|[-8.994464 -9.699624 -8.107748 ... -9.550118 -9.554146 -9.552291]|3
1515|Произведение великолепно! Данная книга идеальна для тех, кто интересуется жизнью и творчеством великих художников. Радует то, что биографию узнаешь, погружаясь в атмосферу жизни художника, а не из сухих биографических данных.|"[-10.026423   -7.084737   -8.015188  ... -10.0495615 -10.062134
 -10.05625  ]"|3
1516|классика фантастики|"[-13.855614   -9.881152   -7.3089995 ...  -9.140216   -9.163466
  -9.152454 ]"|3
1517|Великолепная проза, буквально захватывает дух. Концовка в таком темпе, что все приключенческие романы отдыхают. Но самое главное, это литературное изложение социальной психологии в современном понимании после второй мировой войны.|[-9.297495 -8.030246 -6.732205 ... -9.604229 -9.619856 -9.612514]|3
1518|Роман - язык. Роман - поток сознания. Ни о чем или о смысле жизни. Наслаждение от ассоциаций, потока мысли.|[-9.196994  -7.9293523 -9.459352  ... -9.876784  -9.887803  -9.882644 ]|3
1519|"О том, как ум типа ""способность решать квадратные уравнения"" никак не помогает жить. Как глухи и слепы люди. Для меня в свое время книга стала одной из основополагающих."|[ -8.865419  -9.385552  -8.628263 ... -10.487388 -10.496456 -10.492201]|3
1520|Вся книга - словно пронизанная кальянным запахом, бархатная и таинственная турецкая ночь|"[-11.478685  -13.0826025  -6.8212895 ...  -9.903177   -9.905612
  -9.904468 ]"|3
1521|Книга про ирландских рейверов, трешевая, в которой границ между добром и злом попросту не существует. Отсутствие адекватного сознания. Прочитав ее,я решила когда-нибудь обязательно побывать в Ирландии.|[-8.12267   -8.509624  -9.2430105 ... -9.754841  -9.76062   -9.757917 ]|3
1522|за что Я люблю Брэдбери,так это за то,что так оно и будет. 100%!|"[-10.52831   -10.343347   -9.3040695 ... -10.62551   -10.64229
 -10.634421 ]"|3
1523|философское произведение обо всём, и мелком и глобальном, что есть в нашей жизни.|"[-15.002217  -10.979064   -8.36731   ... -11.8795595 -11.891357
 -11.885814 ]"|3
1524|об безграничной родительской любви. всё-таки никто не будет любить нас так,как наши родители.|[-12.232054 -12.758497  -9.536741 ... -12.452017 -12.470231 -12.46166 ]|3
1525|рассказ,положивший начало осмыслению теории хаоса и сотням книг, фильмов, картин и музыкальных композиций.|[-10.568429 -11.398945  -7.059009 ...  -8.768354  -8.772117  -8.770337]|3
1526|самый оригинальный и неожиданный цикл рассказов.|[-10.633253  -9.392988  -8.514547 ...  -9.330068  -9.34209   -9.336413]|3
1527|сборник нравится мне расположением рассказов. о настоящем, о будущем земли, о марсе и солнце. читать надо по порядку.|[-11.16742   -9.901773 -10.996043 ... -12.14302  -12.153047 -12.148363]|3
1528|один из рассказов, изменивших мою жизнь.|[-14.073412 -11.296413  -9.122261 ... -11.631266 -11.645026 -11.638566]|3
1529|Актуальнейшая книжка!!! Огромный respct автору за исследования в области насилия и жестокости. Гениальная вещь! Не могу не провести параллель со случаем в Вирджинии (USA), где корейский студент застрелил 32 человека|[-9.797829 -8.943858 -8.171562 ... -9.961066 -9.975023 -9.968458]|3
